tmdb_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49
641,-0.025226,0.062272,0.046215,-0.110859,0.059057,0.052773,0.029333,-0.060568,-0.043865,0.013675,0.048189,0.033175,0.095763,-0.021334,-0.100161,-0.019629,0.025535,-0.049567,-0.059328,-0.002279,0.085527,0.043113,-0.129366,0.149258,0.094595,-0.009392,-0.020036,0.018494,0.036428,-0.022596,-0.000019,-0.024080,0.016397,0.042826,-0.027106,-0.030719,-0.012891,-0.131282,0.052917,-0.117394,-0.012902,-0.100029,-0.140203,0.201457,-0.196935,-0.258540,-0.292313,-0.070461,0.259628,0.711365
824,0.036419,-0.045358,-0.040519,0.008393,-0.066728,0.010639,-0.020260,0.002571,0.003736,-0.058807,0.086389,0.068381,-0.035552,0.056926,-0.038709,-0.033423,0.135439,0.074637,0.068769,-0.006490,0.008341,0.049830,0.048139,0.060048,0.003090,0.083565,-0.009457,0.114531,0.029314,0.123490,0.000501,-0.001244,0.128274,0.046881,-0.072332,0.043444,0.023947,-0.048740,0.096510,-0.164746,-0.093792,0.050483,-0.098592,-0.225410,-0.351932,-0.034975,0.134550,-0.256868,0.043172,0.738674
10238,0.032605,-0.032264,-0.023365,0.003861,-0.070475,0.010645,-0.044114,0.027730,0.025071,0.071466,-0.130836,-0.060591,-0.174297,-0.003203,-0.090363,-0.011128,0.040585,0.026989,0.048405,-0.110198,0.104112,-0.033956,0.022665,0.085818,0.038685,-0.102288,0.018718,-0.164036,-0.064351,0.023734,-0.254082,-0.113299,-0.226802,-0.031901,-0.131920,0.003947,-0.004930,0.024099,0.043516,-0.193964,-0.107603,0.276353,-0.221361,-0.162264,0.135430,-0.379245,-0.196443,-0.351369,-0.050064,0.407782
194,-0.116614,0.092399,0.105933,0.051599,0.009025,-0.105696,0.024080,-0.054314,-0.069443,0.039302,0.067311,0.047664,0.048569,-0.004610,0.002545,0.048307,0.041237,0.034942,0.050587,-0.080275,0.006783,0.092864,0.013766,0.039525,0.087906,0.054104,0.018036,-0.172311,0.027351,-0.058339,0.054439,0.021624,0.208623,-0.086122,-0.108465,0.039438,-0.012312,-0.057189,0.141367,-0.201187,-0.070611,0.025371,-0.162980,-0.091809,-0.287369,-0.086177,-0.281742,-0.035064,0.192298,0.695951
121,0.015056,0.061232,-0.034409,0.025313,0.105171,0.028125,-0.007849,0.019364,-0.004060,-0.028269,0.039124,-0.016599,0.029901,0.055561,0.001000,-0.038180,0.053566,-0.011030,-0.049318,0.044212,-0.069986,-0.083250,-0.009367,-0.122577,-0.140488,0.009057,-0.035391,-0.121789,0.087205,-0.156116,-0.120843,-0.012433,-0.020418,0.165952,-0.053646,0.013482,-0.103684,0.075459,-0.118059,-0.128076,-0.106265,0.148019,-0.022600,-0.041480,-0.184151,0.285908,-0.130095,0.123383,0.270223,0.723071
598,-0.047776,0.132504,0.067788,-0.045306,-0.065144,-0.004877,0.011358,-0.016084,-0.059019,0.000996,0.109218,-0.090470,0.049754,-0.034561,-0.024280,-0.073869,-0.009169,-0.050223,0.014994,0.092329,0.048584,0.087285,-0.022167,-0.033362,0.166637,-0.016203,0.055358,-0.032298,0.040520,-0.092208,-0.044593,-0.037947,0.020503,-0.121759,-0.097769,0.009748,-0.046349,-0.142183,-0.004408,-0.097682,0.073952,0.091449,-0.040935,0.171232,-0.128421,-0.268111,-0.385499,0.016719,0.291445,0.665609
1555,-0.074366,-0.047771,0.063879,0.040964,-0.140957,-0.012569,-0.116422,0.059319,0.111469,-0.057278,0.022588,-0.011386,0.029099,0.021649,0.001366,-0.016395,0.095793,0.065180,0.065394,-0.028634,0.054127,0.084665,0.006262,0.054900,0.106788,-0.119046,0.101065,-0.095024,-0.041296,-0.062877,-0.169240,0.059947,0.102413,-0.060371,-0.109440,0.211562,0.084760,0.067269,0.188666,-0.245173,0.018520,0.158773,-0.101114,-0.164317,-0.279812,-0.332796,0.014051,-0.300765,0.072084,0.539492
12,-0.006699,0.026523,0.068198,-0.011330,-0.052922,-0.002723,0.048590,0.025721,0.033704,-0.002244,-0.023270,0.025471,0.072384,-0.029520,0.069000,0.148778,-0.048923,-0.058685,0.074093,0.020772,-0.040533,-0.011354,0.035015,-0.034712,-0.032731,-0.081652,0.093516,-0.048295,-0.024388,0.058544,0.096768,0.132943,-0.107955,-0.037087,-0.110873,-0.139204,-0.010184,-0.016930,-0.019662,0.018729,0.003268,0.087185,-0.124200,-0.231681,-0.268317,0.180034,0.052515,0.034423,0.289542,0.756796
22,0.029417,-0.016793,0.063204,-0.065668,-0.016900,0.020699,-0.018557,0.028895,0.058849,0.039948,-0.051882,-0.013867,0.002562,-0.029330,0.014036,0.083704,-0.018742,0.036228,0.033106,-0.014237,0.046468,0.008439,0.037588,0.008229,-0.089521,-0.061876,-0.023822,-0.027509,0.007595,0.002284,-0.035555,0.045262,0.006985,0.069091,0.000536,-0.114805,0.014299,0.047739,-0.092353,-0.007343,-0.039450,0.170245,-0.055813,-0.100344,-0.237994,0.266450,0.077306,0.057022,0.314237,0.800638
153,-0.085584,-0.020314,0.084266,0.063388,0.068548,-0.008132,0.031833,0.012230,-0.093374,0.032298,0.018386,-0.023316,-0.013865,-0.043659,0.058762,0.006038,0.017856,-0.031593,0.091020,0.013127,0.019018,-0.003933,0.076819,0.026241,0.092791,0.050033,-0.017084,-0.078999,-0.082905,-0.030314,0.002253,0.001179,0.118116,0.035034,-0.119855,0.012557,0.069446,0.082291,0.169452,-0.062032,0.096673,0.110721,-0.205658,0.013494,-0.281053,-0.219968,-0.178274,-0.191145,0.141466,0.750434
11042,-0.056579,-0.081129,0.033513,-0.005964,-0.169588,-0.030817,-0.113161,0.124354,0.074995,-0.058439,0.010433,-0.079235,0.033389,0.024887,0.002332,-0.085259,0.038303,-0.003174,0.069682,0.012751,0.066216,0.037451,0.007166,0.046301,0.179517,-0.110417,0.118933,-0.121945,-0.074215,-0.083729,-0.162821,0.060273,-0.097845,-0.059038,-0.122268,0.133626,0.094871,0.099141,0.118607,-0.263910,-0.027553,0.279821,-0.135568,-0.087947,-0.168996,-0.378000,-0.066176,-0.338239,-0.013533,0.481743
615,-0.039861,-0.038865,-0.021099,-0.007447,-0.043642,0.115977,0.016789,0.008899,-0.042741,0.006047,0.014915,-0.041370,-0.022206,0.072604,0.083811,-0.123618,-0.039049,0.009809,0.043207,0.024147,-0.001049,-0.062684,-0.020594,0.014409,0.065612,-0.044207,0.068274,0.055633,0.027123,-0.086200,0.037523,-0.045671,-0.123239,0.116641,-0.071781,0.121908,-0.003261,-0.234506,-0.058859,-0.031794,0.000115,0.202683,0.069519,0.032110,-0.104450,-0.158843,0.341239,-0.260873,0.172594,0.713336
338,-0.051530,-0.030569,0.103649,0.050963,-0.049317,0.020322,-0.095894,0.070702,0.077870,-0.072553,0.078114,-0.027440,0.026268,0.028181,0.046472,-0.019910,0.088720,0.018425,0.022649,-0.123563,0.007453,0.082663,0.032082,0.051557,0.107754,-0.030236,0.107353,-0.066959,-0.022744,-0.172666,-0.116667,0.036834,0.087683,-0.109455,-0.095248,0.068007,0.102620,-0.088591,0.233569,-0.229391,0.031465,0.171274,-0.185798,-0.005822,-0.178487,-0.322671,-0.152428,-0.172453,0.215305,0.613435
38,-0.084306,0.022643,0.071764,-0.015268,0.093135,0.038400,0.015081,-0.074314,-0.133173,0.063289,0.010281,-0.009375,0.047848,-0.035475,0.012499,0.046559,-0.135740,-0.072721,0.087229,0.046433,0.045844,-0.042003,-0.018548,0.042244,0.113106,-0.016383,-0.082450,-0.143010,-0.043567,-0.004534,0.077118,0.003822,0.117847,-0.028486,-0.008484,0.045805,-0.060435,-0.041163,0.092774,-0.088775,0.061734,-0.019818,-0.186814,0.006194,-0.261976,-0.136791,-0.263802,-0.005382,0.293155,0.731353
809,-0.012598,-0.004643,0.059752,-0.029674,-0.056673,-0.015923,-0.025519,0.057394,0.052071,-0.047435,-0.003811,-0.002288,0.030884,-0.026000,0.019816,0.042846,-0.101268,-0.042270,0.064382,-0.005555,-0.041392,-0.007130,0.092799,-0.020266,0.004051,-0.101264,0.069261,0.025984,-0.060571,-0.022532,0.032205,0.107261,-0.049187,-0.042290,-0.066369,-0.146535,0.111704,-0.104569,-0.062927,0.042565,-0.007604,0.132636,-0.153035,-0.171087,-0.282368,0.189829,0.239114,-0.042064,0.251370,0.743064
844,-0.026249,0.015698,0.000385,0.013387,-0.139868,0.059791,-0.091737,-0.011036,0.001647,-0.019892,-0.083863,-0.098622,-0.111411,-0.042011,0.043921,-0.036373,0.009607,0.080669,0.038990,-0.034862,0.112328,-0.034289,0.043634,0.011199,0.154942,-0.045112,0.038399,-0.084625,-0.017334,-0.130474,-0.160412,0.033061,-0.122852,-0.107732,-0.040703,0.152243,0.062716,0.007877,0.129615,-0.271997,-0.027748,0.224897,-0.327837,0.092987,-0.011543,-0.372334,-0.077353,-0.311240,0.109434,0.511134
2841,-0.041517,-0.073976,0.012942,0.006808,-0.152235,-0.016800,-0.099920,0.075947,0.072219,-0.051674,0.035900,-0.059964,0.010006,-0.009575,0.049465,-0.072875,0.001112,0.046214,0.059173,-0.009468,0.094534,0.019219,0.035338,0.020500,0.137976,-0.066207,0.020065,-0.100003,0.010477,-0.109630,-0.107241,0.122377,-0.033770,-0.056928,-0.049719,0.243380,0.056220,0.050325,0.126631,-0.261175,0.007103,0.269827,-0.172143,-0.092070,-0.188430,-0.348182,0.013419,-0.329030,0.065588,0.554124
862,0.043841,-0.074749,0.086329,0.053341,0.033371,0.071140,-0.084077,-0.125224,-0.059134,-0.000370,0.141546,-0.085258,0.119979,-0.115186,0.086984,-0.031424,0.055610,0.121688,-0.008455,-0.006871,-0.086152,0.021778,0.020212,0.041815,-0.043072,-0.163266,0.054379,-0.046156,0.041323,0.027742,0.118372,-0.025547,-0.267065,-0.119822,-0.090944,-0.067809,0.066923,0.000283,-0.073412,-0.063265,0.218089,-0.144473,-0.100242,-0.203576,-0.016765,0.139992,0.034330,0.179305,-0.124896,0.711536
2054,-0.045413,-0.067483,-0.003071,0.019583,0.055684,0.077402,-0.050724,0.020933,0.031123,0.003223,-0.081097,0.040678,-0.065675,-0.133808,-0.056845,-0.070194,-0.055574,-0.040923,-0.056348,0.076344,-0.061854,0.032759,-0.031679,0.016774,0.007600,0.116406,-0.053151,-0.045929,0.005810,-0.028766,0.225869,-0.127792,-0.064381,0.107084,0.062841,-0.076596,0.007809,0.051251,-0.119582,-0.336428,0.394272,-0.031205,0.050749,-0.221693,-0.014398,-0.128262,0.227557,0.208920,-0.397447,0.448107
197,-0.095679,0.057104,0.256126,0.042442,-0.034239,0.071884,-0.116227,0.047652,-0.025644,0.119052,0.042954,0.015013,-0.061361,0.100420,-0.008961,-0.012461,-0.061590,0.153105,0.137213,0.041730,0.086752,0.028430,-0.112437,0.129944,-0.114091,0.119291,-0.023877,0.071188,0.071305,-0.129542,0.013086,0.061890,-0.101013,-0.014836,-0.036544,0.082799,0.011057,0.010991,0.029981,0.045621,-0.045047,0.080374,0.121164,0.059719,-0.013551,0.002539,0.009691,0.365257,-0.236149,0.696148
568,-0.044749,0.046814,-0.085211,0.040028,0.027592,0.068071,-0.087722,-0.030401,0.059615,0.094611,-0.022814,0.046418,0.057052,-0.101468,0.039616,0.008659,0.104976,0.020493,-0.002664,0.044249,-0.099205,-0.128217,-0.032485,0.082703,0.000392,-0.008298,-0.057310,0.037083,-0.060003,-0.066167,0.121913,-0.079502,-0.088864,0.019824,0.004106,0.045696,0.017834,0.089807,0.082701,0.099217,-0.009907,0.131110,-0.010839,-0.067290,-0.033303,-0.160800,0.146341,0.439523,-0.356876,0.659366
11780,-0.026934,-0.092502,0.194313,-0.004447,-0.022594,0.102266,-0.014428,0.047499,-0.060254,0.009871,-0.012155,0.028300,0.020054,-0.033030,-0.060004,0.083320,-0.174311,-0.041604,0.097558,0.027028,-0.067405,0.068136,-0.088192,-0.044885,-0.132962,0.075045,0.067901,0.163774,0.064271,-0.088932,0.060786,0.039982,0.050725,0.042775,0.055306,-0.051540,-0.082426,0.119038,-0.068586,-0.164197,-0.125083,0.153677,-0.012148,-0.040790,0.105615,-0.257363,0.206542,0.259988,-0.507027,0.490751
11,0.018050,-0.016843,0.005828,-0.002188,0.031022,-0.042020,0.077566,-0.040617,0.001759,-0.057758,0.065522,0.102184,-0.080057,-0.029567,0.022727,0.055064,-0.052929,-0.013701,-0.023835,-0.068047,-0.066223,-0.011931,-0.014311,0.077732,0.065711,-0.034525,0.033239,0.127354,-0.058846,-0.013257,-0.077480,-0.027737,-0.013047,0.075454,-0.078059,0.224706,0.051264,0.036993,-0.110425,-0.163445,0.188294,-0.045769,-0.017253,-0.054204,0.188661,0.339425,-0.170735,0.133068,-0.099639,0.744390
9587,-0.035712,-0.071149,0.113988,0.074065,0.076311,0.129993,-0.017636,0.051196,-0.023400,0.012949,-0.076977,0.043067,-0.019765,-0.137986,-0.077702,0.012106,-0.043206,-0.045816,0.075958,0.116964,-0.012958,0.058906,-0.019887,-0.060877,-0.041637,0.019909,0.094993,0.181131,0.179755,0.045934,-0.040694,-0.082380,0.070923,0.104254,0.213650,0.048473,-0.061011,0.028064,-0.057712,-0.221429,-0.049864,0.050330,-0.079548,-0.352667,-0.064483,-0.299090,0.240059,0.259446,-0.393983,0.408870
4476,0.024467,-0.066478,0.200804,0.030307,-0.054454,0.122075,0.043756,0.036940,-0.033833,-0.009314,0.002869,0.021347,-0.062555,-0.080615,-0.042980,0.060194,-0.141674,-0.007440,0.070515,0.082329,-0.077933,0.003353,-0.131639,-0.061511,-0.012353,0.129396,0.012304,0.151192,0.115371,-0.039385,0.013442,0.053231,0.063294,0.130570,0.063320,-0.017051,-0.077922,0.045730,-0.003420,-0.115327,-0.084034,0.083894,0.062736,-0.083139,-0.031200,-0.325683,0.264575,0.330910,-0.419665,0.513536
278,0.008587,0.039599,0.027063,-0.074628,0.008528,-0.014274,0.083142,0.110665,0.009100,-0.114746,0.006884,-0.093086,-0.112534,-0.179050,-0.154428,-0.001029,0.111341,0.061355,0.112673,-0.079989,0.042637,-0.042116,0.042723,-0.078807,0.070825,-0.055250,-0.016007,-0.011001,-0.105537,-0.084823,0.216461,0.003056,-0.010352,-0.024886,0.046664,0.125900,-0.085393,-0.009341,-0.119409,0.022270,-0.101844,-0.036552,0.152808,-0.062132,-0.051309,-0.093601,-0.194563,0.370081,-0.062555,0.701165
9331,0.009837,0.038062,0.041349,-0.060226,0.033783,0.052846,0.052114,-0.009501,0.026174,0.017815,-0.021562,0.094188,0.091323,-0.048305,-0.013795,-0.009224,-0.014952,-0.004077,-0.013027,0.002738,-0.061503,-0.111454,-0.006260,0.051100,0.022743,0.035398,-0.146917,0.021195,-0.024313,0.024577,0.053826,0.054378,0.049782,-0.067019,-0.140295,0.024872,-0.107123,0.155739,0.057556,0.047732,-0.055056,0.151340,0.005644,0.074438,0.090222,-0.191723,0.281218,0.456830,-0.492719,0.489302
13,-0.080424,0.009543,-0.088819,0.016523,-0.019087,0.033999,-0.035358,0.071098,-0.104068,-0.039919,0.011731,-0.043128,-0.027326,-0.051173,0.138862,0.137494,-0.005655,0.076281,-0.145905,0.000210,0.142215,0.042361,0.003796,0.147029,-0.054040,0.047859,0.140171,-0.091902,-0.084729,-0.088029,-0.024320,-0.047199,-0.058724,0.023720,0.042269,0.039127,-0.054943,-0.085601,0.082849,0.067504,-0.019835,-0.051551,0.077205,-0.114357,-0.098285,-0.043065,-0.031973,0.421255,-0.104746,0.739924
8587,-0.001517,0.016835,-0.020981,0.029753,-0.010582,-0.060716,0.011645,-0.058059,-0.042528,-0.050372,-0.016493,0.069391,0.043679,-0.091771,-0.014059,-0.024048,0.079085,-0.051236,-0.080793,0.099970,0.100056,0.030598,-0.055518,-0.030402,0.058882,-0.064939,0.053946,0.101562,0.169673,0.014282,-0.067687,-0.069713,-0.153489,-0.041602,-0.033084,-0.087003,-0.024921,-0.130985,0.045842,0.076051,0.013813,-0.011869,-0.192315,-0.208586,-0.099581,-0.013534,0.240492,0.358677,-0.162578,0.712312
36955,0.073029,0.038619,-0.035023,-0.042741,-0.000308,-0.014209,0.023403,-0.038242,0.032020,0.017322,0.049546,-0.019127,0.057307,0.006226,-0.020793,-0.004975,0.013999,0.086724,0.055006,-0.016272,-0.036085,-0.077017,0.029691,0.039336,0.027073,-0.002206,-0.071604,-0.074372,-0.012381,0.029997,-0.041391,0.018777,0.046388,-0.063458,-0.089045,0.008493,-0.016244,0.089226,0.097269,0.079278,-0.035892,0.064653,-0.067728,0.138735,0.015345,-0.102197,0.266229,0.431798,-0.439962,0.644803
5503,-0.048355,0.062206,-0.016298,-0.052638,0.107361,0.050235,-0.001209,-0.016047,-0.028535,-0.017174,-0.056855,0.059683,0.017388,0.025580,0.012386,-0.043025,0.020479,0.011036,-0.077014,-0.012931,0.066971,-0.073309,0.072156,0.057435,0.008931,0.021825,-0.032452,-0.034686,0.019017,0.083709,0.038281,0.078063,-0.037665,-0.019207,-0.071698,0.078290,0.029342,0.128601,0.076336,0.114526,-0.022712,0.112447,0.043354,0.031316,0.057064,-0.112190,0.127740,0.421588,-0.441402,0.672818
329,0.045146,0.050971,-0.029564,-0.001625,-0.031835,0.075895,0.053223,0.074389,-0.063219,0.003724,-0.004989,-0.022636,0.017103,0.058904,-0.004260,0.029598,0.036090,-0.028718,-0.128806,0.074458,0.116136,0.036803,0.045021,0.063358,-0.015193,0.035470,0.017877,-0.067399,-0.072245,0.061095,-0.092129,-0.070391,-0.123842,-0.017394,-0.035345,0.085714,0.035324,-0.024151,0.142634,0.061568,-0.005937,0.015315,-0.095139,0.022461,0.022516,0.060247,0.127212,0.394330,-0.267532,0.767356
11971,-0.031259,0.004745,0.020630,-0.039874,0.030532,0.088517,-0.060124,0.037668,-0.098572,-0.046739,-0.029897,0.008953,0.085359,0.020222,-0.010471,0.038900,-0.053913,0.017844,0.008051,0.015017,0.040913,0.118673,0.114629,-0.085381,-0.152628,-0.054179,0.156214,0.159178,0.183717,0.002102,0.004994,-0.081670,0.160528,0.010953,0.224085,0.019215,0.059646,0.181046,-0.026116,-0.187632,-0.059283,0.006289,-0.077639,-0.337365,0.039365,-0.149785,0.090299,0.104276,-0.490135,0.499528
424,0.107055,0.030721,0.019233,-0.054138,0.034884,0.022609,-0.024595,-0.201354,0.182980,0.185117,0.055369,0.007795,0.066918,0.052869,0.020135,-0.003729,0.027850,-0.206757,0.016789,-0.076966,0.136903,0.163252,0.176843,-0.156445,0.019574,0.141693,0.115272,0.056134,-0.068684,-0.139470,0.119077,-0.044981,-0.060786,-0.015400,0.060605,0.094188,0.041626,-0.109798,-0.038265,-0.052280,-0.099554,0.044880,0.146018,-0.122368,0.000752,-0.106817,-0.188010,0.271846,-0.161629,0.636586
10445,-0.031697,0.022422,0.049937,-0.037797,0.074106,0.092437,-0.063612,0.108646,-0.075135,0.007488,-0.161712,0.036749,0.061000,-0.020855,-0.139942,0.079884,-0.095694,-0.090417,0.011419,0.049665,-0.016231,0.080565,0.073177,0.000768,-0.107193,-0.012548,0.191992,0.131785,0.082227,-0.003769,0.006512,-0.108237,0.012734,0.049924,0.280124,0.016242,0.023629,0.133168,-0.042979,-0.258449,-0.052049,0.136497,0.027148,-0.369769,0.140481,-0.270459,0.064075,0.105744,-0.454094,0.378696
11969,-0.028265,-0.122610,0.113730,0.047877,-0.034352,0.050874,0.078047,-0.051187,-0.010434,-0.046266,-0.034964,-0.038491,-0.047704,-0.000694,0.004683,0.059879,-0.187422,-0.029228,0.042167,0.015603,0.010717,0.033304,-0.183519,-0.071598,-0.039595,0.054662,-0.033326,0.084668,0.095242,-0.063149,0.083130,0.095238,0.024341,0.100453,-0.072159,-0.057899,-0.178177,0.112758,-0.130503,0.029204,-0.027826,0.085839,-0.016818,0.111865,0.061916,-0.206142,0.277817,0.242688,-0.457395,0.575823
812,0.025851,0.050694,-0.023871,-0.004507,0.012743,-0.038274,-0.014114,-0.111986,-0.005986,-0.026412,0.049166,0.050634,0.074063,-0.100865,0.023203,-0.056611,0.125102,0.046471,-0.000732,0.097594,0.037861,-0.032515,-0.049574,0.005611,0.061767,-0.118745,-0.022240,0.129203,0.158934,0.010159,-0.030974,-0.083709,-0.119843,-0.093738,-0.042934,-0.015103,-0.034032,-0.036403,0.010558,0.113576,-0.018670,-0.049883,-0.248168,-0.201686,-0.071568,-0.028594,0.269525,0.372228,-0.262691,0.651137
280,-0.010254,0.018610,-0.007722,0.032354,0.093903,-0.086054,-0.020200,-0.023369,0.044706,-0.058590,-0.003231,-0.093046,-0.016253,0.069426,-0.101900,-0.099090,-0.058978,0.013279,-0.011403,0.061813,0.136709,0.048224,-0.017690,0.009590,-0.030011,-0.014820,0.135925,-0.081117,-0.069587,0.126027,-0.095270,0.047637,-0.051594,0.008275,-0.027325,0.077608,0.093093,0.028417,0.135479,0.045382,-0.058266,0.024660,-0.051483,0.183872,0.126851,0.108489,0.036564,0.331872,-0.254039,0.755569
8840,0.040760,-0.080806,0.013016,-0.041325,0.046452,-0.060489,-0.028324,0.071183,-0.027993,-0.018223,-0.001572,-0.031166,-0.000046,0.062841,0.008232,-0.060578,-0.018561,0.034397,0.045867,-0.009877,0.020565,0.095447,-0.025183,0.023786,-0.058038,0.057748,-0.126016,-0.027995,0.050788,-0.084561,0.169166,-0.055383,-0.010944,-0.068511,-0.069367,-0.095918,-0.047288,-0.104451,-0.092843,-0.424175,0.302878,-0.097561,-0.050755,0.095847,0.121773,0.163440,0.331013,0.032331,-0.308587,0.555259
